Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Unemployed,18-24,Diploma,Healthcare,Rural,Medium,13,57500,
Unknown,25-34,Bachelor's,Fintech,Delhi,Medium,Unknown,36900,
Employed,18-24,PhD,Healthcare,Hyderabad,Low,Unknown,130100,
Unemployed,18-24,Master’s,Technology,Suburban,High,Unknown,45200,
Unemployed,25-34,PhD,unknown,Mumbai,Low,16,93400,
Unemployed,35-44,Diploma,Finance,Rural,High,Unknown,149900,
Employed,35-44,High School,Retail,Delhi,High,Unknown,47800,
Unemployed,18-24,High School,Fintech,Mumbai,Low,Unknown,76800,
Employed,Unknown,PhD,Finance,Hyderabad,Unknown,21,63800,
Employed,25-34,Master’s,Fintech,Mumbai,Unknown,Unknown,121900,
Employed,45-54,Master’s,Technology,Mumbai,High,19,75900,
Unemployed,18-24,Bachelor's,Retail,Hyderabad,Medium,22,82600,2026-01-02
Employed,45-54,Bachelor's,Technology,Bangalore,Medium,26,69200,2026-02-02
Unemployed,25-34,PhD,Healthcare,Hyderabad,High,Unknown,128300,2026-03-02
Unemployed,Unknown,PhD,Healthcare,Mumbai,Low,Unknown,148400,2026-04-02
Unemployed,Unknown,Diploma,unknown,Urban,Low,Unknown,146500,2026-05-02
Unemployed,25-34,High School,Healthcare,Unknown,Medium,Unknown,33200,2026-06-02
Unemployed,45-54,High School,Healthcare,Hyderabad,Unknown,Unknown,33200,2026-07-02
Employed,25-34,High School,Retail,Rural,High,30,78100,2026-08-02
Unemployed,55+,Diploma,Healthcare,Bangalore,Low,22,36800,2026-09-02
Employed,25-34,PhD,Technology,Delhi,High,29,84500,2026-10-02
Employed,25-34,PhD,Healthcare,Urban,High,Unknown,100900,2026-11-02
Unemployed,18-24,High School,Healthcare,Mumbai,Medium,Unknown,33200,2026-12-02
Unemployed,35-44,Bachelor's,Technology,Urban,Medium,Unknown,13300,
Employed,18-24,Master’s,Fintech,Rural,Low,11,65100,
Unemployed,25-34,Master’s,Fintech,Hyderabad,Low,Unknown,139900,
Employed,25-34,Master’s,Healthcare,Urban,Unknown,27,137500,
Unemployed,Unknown,Bachelor's,Technology,Hyderabad,High,Unknown,79400,
Unemployed,35-44,PhD,Healthcare,Unknown,Medium,3,33200,
Unknown,Unknown,Bachelor's,Finance,Urban,Medium,12,33200,
Unemployed,35-44,Unknown,Education,Mumbai,Low,Unknown,86900,
Unemployed,18-24,Unknown,Healthcare,Delhi,Low,Unknown,21700,
Employed,55+,Master’s,Healthcare,Rural,Medium,Unknown,33200,
Unknown,45-54,Master’s,Retail,Bangalore,Medium,Unknown,33200,
Unemployed,Unknown,PhD,unknown,Bangalore,Medium,0,79200,
Employed,18-24,PhD,Technology,Hyderabad,Low,Unknown,62700,
Unemployed,45-54,Bachelor's,Technology,Urban,High,Unknown,141400,
Employed,25-34,Bachelor's,unknown,Suburban,Unknown,Unknown,33200,
Unemployed,55+,Unknown,Education,Hyderabad,Low,22,44000,
Unemployed,55+,Bachelor's,Technology,Rural,High,Unknown,33200,2026-01-03
Unemployed,18-24,Master’s,Technology,Unknown,Low,0,80400,2026-02-03
Unemployed,55+,Unknown,Finance,Bangalore,Unknown,Unknown,106300,2026-03-03
Employed,18-24,Bachelor's,Retail,Delhi,Medium,Unknown,120600,2026-04-03
Employed,25-34,Unknown,Technology,Suburban,Medium,26,38900,2026-05-03
Employed,45-54,Unknown,Technology,Bangalore,High,Unknown,33200,2026-06-03
Unemployed,55+,Bachelor's,Retail,Urban,High,16,53200,2026-07-03
Employed,18-24,Diploma,Retail,Delhi,Unknown,Unknown,22300,2026-08-03
Employed,18-24,Master’s,Education,Urban,High,Unknown,76500,2026-09-03
Unemployed,35-44,Bachelor's,Fintech,Suburban,Medium,27,65100,2026-10-03
Unemployed,18-24,Master’s,Education,Mumbai,High,24,107300,2026-11-03
Unemployed,18-24,PhD,Technology,Urban,Medium,5,122000,2026-12-03
Unemployed,35-44,Master’s,Healthcare,Bangalore,Medium,Unknown,60800,
Employed,35-44,PhD,Education,Mumbai,Low,19,33200,
Employed,35-44,Master’s,Retail,Urban,High,Unknown,33200,
Employed,25-34,Master’s,unknown,Mumbai,High,Unknown,63800,
Unemployed,18-24,Unknown,Healthcare,Suburban,High,Unknown,148400,
Employed,45-54,Diploma,Education,Urban,High,15,98600,
Unemployed,Unknown,PhD,Healthcare,Urban,High,1,99000,
Employed,45-54,Unknown,Healthcare,Rural,Medium,Unknown,33200,
Employed,25-34,Bachelor's,Technology,Urban,Unknown,Unknown,69100,
Unknown,18-24,Unknown,Finance,Hyderabad,Medium,Unknown,41300,
Employed,25-34,High School,Healthcare,Delhi,High,Unknown,7900,
Unemployed,55+,Master’s,Healthcare,Delhi,High,Unknown,34400,
Unemployed,55+,Master’s,Healthcare,Rural,High,17,73200,
Employed,45-54,Master’s,Technology,Delhi,High,Unknown,107100,
Unemployed,25-34,Master’s,Technology,Urban,Low,Unknown,11500,
Unemployed,18-24,PhD,Technology,Hyderabad,Low,Unknown,33200,
Unknown,25-34,Diploma,Healthcare,Suburban,High,Unknown,93800,
Unemployed,18-24,Diploma,unknown,Unknown,Medium,6,122100,
Employed,25-34,Master’s,Retail,Suburban,Low,Unknown,33400,
Unemployed,55+,PhD,Technology,Delhi,High,18,42700,2026-01-04
Unknown,25-34,PhD,Retail,Urban,Low,23,149100,2026-02-04
Unknown,45-54,High School,Education,Rural,Low,Unknown,132300,2026-03-04
Unemployed,Unknown,Bachelor's,unknown,Urban,High,Unknown,33200,2026-04-04
Unemployed,25-34,PhD,Fintech,Hyderabad,Medium,12,33200,2026-05-04
Employed,18-24,PhD,Fintech,Unknown,Low,Unknown,18700,2026-06-04
Employed,Unknown,Unknown,Technology,Rural,Medium,Unknown,127200,2026-07-04
Employed,55+,PhD,Technology,Suburban,Low,30,129400,2026-08-04
Unemployed,Unknown,High School,unknown,Bangalore,Low,16,72300,2026-09-04
Employed,25-34,Bachelor's,Retail,Bangalore,Unknown,Unknown,34400,2026-10-04
Employed,18-24,High School,Retail,Mumbai,High,Unknown,33200,2026-11-04
Employed,55+,PhD,Fintech,Mumbai,Medium,14,40600,2026-12-04
Employed,Unknown,Bachelor's,Technology,Delhi,High,2,147900,
Unemployed,18-24,High School,Education,Rural,Medium,Unknown,77800,
Unemployed,35-44,PhD,Healthcare,Rural,Low,5,43100,
Employed,Unknown,PhD,Retail,Hyderabad,Medium,1,33200,
Unknown,25-34,Master’s,Technology,Unknown,Low,28,109600,
Employed,Unknown,Diploma,unknown,Rural,Low,23,61700,
Employed,35-44,Master’s,Retail,Bangalore,Medium,Unknown,33200,
Employed,18-24,Master’s,unknown,Urban,Medium,9,148500,
Employed,18-24,Master’s,Technology,Bangalore,Medium,20,54400,
Unknown,35-44,Master’s,unknown,Delhi,Low,Unknown,81000,
Employed,Unknown,Bachelor's,Retail,Delhi,Low,Unknown,78300,
Employed,35-44,High School,Finance,Rural,High,7,137000,
Unemployed,45-54,Diploma,Healthcare,Suburban,Medium,14,144900,
Employed,35-44,PhD,Technology,Suburban,Medium,30,149800,
Employed,55+,Bachelor's,Retail,Bangalore,Medium,Unknown,81300,
Employed,25-34,PhD,Healthcare,Mumbai,Medium,Unknown,33200,
Employed,18-24,PhD,Retail,Mumbai,High,Unknown,134900,
Employed,35-44,Master’s,Healthcare,Rural,High,Unknown,100000,
Unknown,18-24,PhD,Finance,Urban,High,Unknown,18100,2026-01-05
Unknown,55+,PhD,Technology,Urban,Medium,16,110600,2026-02-05
Unknown,25-34,PhD,Retail,Urban,Low,22,148400,2026-03-05
Employed,55+,High School,Technology,Urban,High,Unknown,27500,2026-04-05
Unemployed,35-44,PhD,Technology,Rural,High,Unknown,102500,2026-05-05
Employed,18-24,High School,Fintech,Unknown,Low,7,117100,2026-06-05
Unemployed,45-54,Master’s,Fintech,Mumbai,High,25,33200,2026-07-05
Unemployed,45-54,PhD,unknown,Hyderabad,High,7,39300,2026-08-05
Unemployed,18-24,PhD,Technology,Mumbai,Medium,Unknown,93000,2026-09-05
Employed,45-54,PhD,unknown,Urban,Medium,16,70500,2026-10-05
Unemployed,25-34,Master’s,Retail,Bangalore,Low,26,28900,2026-11-05
Unemployed,35-44,Bachelor's,Healthcare,Hyderabad,High,28,52200,2026-12-05
Unemployed,18-24,High School,Retail,Unknown,High,29,6300,
Unknown,25-34,Bachelor's,Retail,Suburban,Low,7,89400,
Unemployed,Unknown,PhD,Finance,Suburban,Low,Unknown,5800,
Unemployed,18-24,Bachelor's,Retail,Unknown,Low,20,141800,
Unemployed,45-54,Bachelor's,Healthcare,Bangalore,High,Unknown,125800,
Unknown,18-24,High School,unknown,Delhi,High,20,54800,
Employed,25-34,Bachelor's,Healthcare,Bangalore,Medium,Unknown,65800,
Unemployed,45-54,High School,Fintech,Suburban,Unknown,Unknown,55800,
Employed,35-44,Master’s,Technology,Delhi,Low,6,15200,
Unemployed,25-34,High School,Retail,Unknown,High,Unknown,72500,
Unemployed,25-34,Master’s,Education,Urban,Low,11,33200,
Unknown,35-44,Master’s,Fintech,Delhi,Low,1,119900,
Employed,18-24,PhD,Technology,Mumbai,Unknown,11,140400,
Employed,18-24,High School,Healthcare,Rural,Low,6,105600,
Unemployed,18-24,Bachelor's,Retail,Mumbai,High,29,139800,
Employed,18-24,Master’s,unknown,Bangalore,Medium,25,52400,
Employed,18-24,Diploma,Fintech,Unknown,High,Unknown,33200,
Employed,18-24,Unknown,unknown,Rural,Unknown,2,18400,
Employed,35-44,PhD,Retail,Unknown,Medium,8,78000,
Employed,45-54,Diploma,Education,Urban,Medium,1,85400,2026-01-06
Unknown,18-24,High School,Education,Mumbai,Medium,Unknown,48000,2026-02-06
Unemployed,18-24,Bachelor's,Retail,Urban,Low,17,58300,2026-03-06
Employed,55+,Bachelor's,Education,Bangalore,Unknown,Unknown,33200,2026-04-06
Unemployed,Unknown,Master’s,Retail,Suburban,Low,26,33200,2026-05-06
Unemployed,25-34,High School,Healthcare,Mumbai,Medium,Unknown,66100,2026-06-06
Unknown,45-54,Master’s,Retail,Bangalore,Medium,28,48200,2026-07-06
Employed,45-54,Master’s,Technology,Rural,High,Unknown,33200,2026-08-06
Unemployed,Unknown,Master’s,Healthcare,Suburban,Low,5,78700,2026-09-06
Unknown,18-24,PhD,Retail,Urban,Low,4,87500,2026-10-06
Unemployed,35-44,PhD,unknown,Delhi,Medium,Unknown,33200,2026-11-06
Employed,18-24,High School,Healthcare,Hyderabad,Low,6,33200,2026-12-06
Unemployed,35-44,Master’s,unknown,Delhi,Medium,1,70300,
Unknown,Unknown,Bachelor's,unknown,Suburban,High,1,128000,
Employed,18-24,High School,Retail,Urban,Unknown,Unknown,137700,
Unknown,35-44,Diploma,Education,Delhi,Unknown,2,96500,
Unemployed,25-34,High School,Finance,Unknown,High,Unknown,99400,
Employed,35-44,Unknown,Technology,Bangalore,Low,Unknown,33200,
Employed,Unknown,High School,Retail,Bangalore,High,17,12100,
Employed,Unknown,Master’s,Retail,Hyderabad,Medium,27,56700,
Employed,25-34,Master’s,unknown,Mumbai,High,Unknown,95300,
Unemployed,45-54,High School,Retail,Rural,High,Unknown,15000,
Unknown,18-24,Master’s,Fintech,Unknown,High,Unknown,58800,
Employed,55+,High School,Healthcare,Delhi,High,4,6100,
Employed,18-24,High School,Retail,Unknown,Unknown,Unknown,146800,
Employed,55+,High School,Technology,Urban,Medium,10,33200,
Employed,25-34,Unknown,Finance,Rural,Low,Unknown,33600,
Employed,55+,Master’s,Healthcare,Hyderabad,Low,4,69300,
Employed,25-34,High School,Fintech,Urban,Low,18,33200,
Employed,Unknown,Bachelor's,Healthcare,Bangalore,Medium,Unknown,33200,
Employed,25-34,Bachelor's,unknown,Delhi,Unknown,23,28500,2026-01-07
Unemployed,25-34,Unknown,Healthcare,Urban,Medium,21,30500,2026-02-07
Unknown,18-24,Bachelor's,Retail,Bangalore,High,Unknown,33200,2026-03-07
Unemployed,45-54,Diploma,Healthcare,Urban,High,Unknown,137200,2026-04-07
Employed,Unknown,Diploma,unknown,Mumbai,High,19,33200,2026-05-07
Unemployed,18-24,Diploma,Healthcare,Urban,High,Unknown,33200,2026-06-07
Unknown,25-34,Unknown,Education,Bangalore,High,Unknown,59000,2026-07-07
Unemployed,25-34,Master’s,Fintech,Mumbai,Low,Unknown,143000,2026-08-07
Employed,35-44,Bachelor's,Education,Rural,High,Unknown,9600,2026-09-07
Unemployed,25-34,Bachelor's,Education,Unknown,Medium,19,68200,2026-10-07
Unemployed,25-34,PhD,Fintech,Urban,Medium,1,33200,2026-11-07
Unemployed,18-24,PhD,Retail,Mumbai,High,Unknown,81700,2026-12-07
Unemployed,18-24,Diploma,Education,Mumbai,Medium,5,104700,
Employed,45-54,High School,Retail,Suburban,Medium,Unknown,36000,
Unemployed,35-44,Master’s,Healthcare,Urban,High,Unknown,33200,
Employed,25-34,Diploma,unknown,Rural,Unknown,Unknown,33200,
Unemployed,45-54,PhD,Healthcare,Rural,Unknown,Unknown,50500,
Employed,Unknown,Diploma,unknown,Suburban,High,6,55000,
Unemployed,18-24,Unknown,unknown,Urban,Unknown,13,113500,
Unemployed,25-34,Diploma,Education,Delhi,Medium,25,101200,
Unknown,45-54,Diploma,Education,Hyderabad,Low,25,6100,
Employed,45-54,Diploma,Retail,Urban,High,4,33200,
Employed,18-24,High School,Technology,Rural,High,Unknown,10700,
Unemployed,25-34,Bachelor's,Retail,Urban,High,2,56700,
Unknown,Unknown,Bachelor's,Education,Hyderabad,Medium,11,33200,
Unknown,18-24,Diploma,unknown,Unknown,High,Unknown,146800,
Unemployed,25-34,Master’s,Retail,Delhi,High,2,87600,
Employed,45-54,Master’s,unknown,Delhi,High,9,131600,
Unemployed,35-44,PhD,Healthcare,Bangalore,High,Unknown,49000,
Unemployed,25-34,PhD,Finance,Delhi,Low,16,49200,
Unknown,18-24,PhD,Finance,Hyderabad,Low,18,31700,
Employed,18-24,High School,Technology,Delhi,Medium,Unknown,33200,2026-01-08
Employed,45-54,Master’s,Technology,Urban,High,25,33200,2026-02-08
Employed,25-34,High School,Technology,Urban,Low,11,126300,2026-03-08
Employed,25-34,Unknown,Finance,Delhi,Unknown,Unknown,120300,2026-04-08
Unemployed,55+,PhD,Retail,Hyderabad,Low,7,65800,2026-05-08
Employed,55+,Unknown,Healthcare,Suburban,Medium,10,33200,2026-06-08
Unknown,18-24,Master’s,Healthcare,Mumbai,Medium,Unknown,33200,2026-07-08
Employed,18-24,PhD,Technology,Suburban,High,Unknown,100300,2026-08-08
Unknown,35-44,Bachelor's,Finance,Urban,Medium,Unknown,74300,2026-09-08
Employed,35-44,Master’s,Technology,Unknown,Medium,Unknown,77100,2026-10-08
Unknown,Unknown,High School,Retail,Delhi,Medium,Unknown,91200,2026-11-08
Employed,18-24,High School,Technology,Mumbai,Low,10,51800,2026-12-08
Unemployed,45-54,Master’s,Technology,Mumbai,Unknown,Unknown,90700,
Employed,18-24,Master’s,Finance,Delhi,Unknown,25,103400,
Unemployed,35-44,Master’s,Healthcare,Delhi,Low,Unknown,24500,
Unknown,35-44,Bachelor's,Retail,Rural,Medium,Unknown,42200,
Unemployed,25-34,PhD,Retail,Unknown,Low,20,6700,
Employed,18-24,Unknown,Healthcare,Bangalore,Medium,Unknown,137000,
Unemployed,18-24,Master’s,Finance,Suburban,Unknown,14,97800,
Employed,35-44,PhD,Technology,Mumbai,Low,Unknown,69800,
Employed,35-44,Master’s,Healthcare,Rural,Unknown,Unknown,39000,
Unemployed,Unknown,Bachelor's,Retail,Urban,Medium,Unknown,85800,
Employed,55+,Diploma,Retail,Rural,Unknown,15,56400,
Unemployed,25-34,High School,Retail,Urban,Low,10,78100,
Employed,18-24,Master’s,unknown,Rural,Unknown,Unknown,46100,
Unemployed,45-54,Unknown,Fintech,Unknown,Unknown,Unknown,36400,
Unemployed,35-44,Bachelor's,Technology,Delhi,High,Unknown,12500,
Unemployed,18-24,Master’s,unknown,Delhi,Medium,18,91800,
Unemployed,Unknown,Master’s,Healthcare,Bangalore,Low,Unknown,83800,
Employed,55+,Diploma,Education,Mumbai,Low,Unknown,33200,
Employed,25-34,High School,Education,Unknown,Unknown,Unknown,64900,
Unemployed,18-24,Bachelor's,Fintech,Urban,High,21,100700,2026-01-09
Employed,18-24,High School,Healthcare,Rural,Unknown,Unknown,66400,2026-02-09
Unemployed,25-34,Bachelor's,Technology,Mumbai,Medium,11,92000,2026-03-09
Unemployed,Unknown,PhD,Education,Suburban,Medium,Unknown,55500,2026-04-09
Unemployed,55+,PhD,Education,Rural,Medium,18,12700,2026-05-09
Employed,45-54,Diploma,Technology,Suburban,High,18,44400,2026-06-09
Unemployed,18-24,Master’s,Healthcare,Rural,Low,8,116200,2026-07-09
Employed,18-24,PhD,Finance,Unknown,Medium,Unknown,73900,2026-08-09
Employed,Unknown,High School,unknown,Unknown,Unknown,Unknown,85700,2026-09-09
Unemployed,35-44,Diploma,Education,Mumbai,High,Unknown,33200,2026-10-09
Unknown,18-24,High School,Finance,Unknown,High,Unknown,33200,2026-11-09
Unknown,Unknown,Master’s,unknown,Bangalore,Low,Unknown,85300,2026-12-09
Unknown,55+,Unknown,Retail,Suburban,Unknown,Unknown,93500,
Unemployed,35-44,Master’s,Retail,Delhi,High,3,88100,
Employed,25-34,PhD,Fintech,Bangalore,High,Unknown,33200,
Employed,45-54,Master’s,unknown,Urban,High,18,33200,
Unemployed,45-54,Bachelor's,Healthcare,Rural,Medium,13,72700,
Employed,45-54,Master’s,Healthcare,Delhi,High,16,27300,
Unemployed,18-24,Bachelor's,Retail,Urban,High,26,127000,
Unemployed,25-34,High School,Fintech,Urban,Low,Unknown,57900,
Unknown,Unknown,Master’s,Healthcare,Mumbai,Medium,Unknown,11000,
Unemployed,45-54,High School,Healthcare,Bangalore,Medium,8,42200,
Unemployed,18-24,Unknown,Healthcare,Delhi,Medium,20,33200,
Unemployed,18-24,High School,Retail,Urban,Unknown,Unknown,49000,
Employed,25-34,Master’s,Retail,Mumbai,Low,9,19100,
Unemployed,18-24,PhD,Education,Delhi,Medium,Unknown,33200,
Employed,55+,Diploma,Fintech,Bangalore,Low,Unknown,33200,
Unemployed,18-24,PhD,Retail,Delhi,Medium,18,75900,
Employed,25-34,Bachelor's,unknown,Rural,Unknown,Unknown,118400,
Unemployed,Unknown,Master’s,Technology,Urban,Low,Unknown,33200,
Employed,25-34,PhD,Retail,Mumbai,Low,Unknown,131100,2026-01-10
Unemployed,18-24,Diploma,Fintech,Delhi,Medium,Unknown,33200,2026-02-10
Unemployed,18-24,Unknown,unknown,Suburban,Low,Unknown,126100,2026-03-10
Employed,25-34,Master’s,Finance,Delhi,High,22,71500,2026-04-10
Unknown,Unknown,High School,Education,Unknown,Medium,6,45400,2026-05-10
Employed,45-54,Unknown,Healthcare,Mumbai,Medium,5,75400,2026-06-10
Unemployed,45-54,PhD,Retail,Delhi,Unknown,Unknown,92500,2026-07-10
Unemployed,18-24,Bachelor's,Technology,Delhi,Low,28,39500,2026-08-10
Employed,18-24,Bachelor's,unknown,Rural,Low,Unknown,45200,2026-09-10
Unemployed,25-34,Bachelor's,Education,Rural,Low,24,33200,2026-10-10
Employed,55+,Bachelor's,Retail,Mumbai,Low,Unknown,135200,2026-11-10
Employed,Unknown,Diploma,Education,Delhi,Low,Unknown,44600,2026-12-10
Employed,18-24,Diploma,Education,Rural,Low,20,96900,2026-13-10
Unemployed,18-24,Bachelor's,Technology,Unknown,Unknown,20,94400,2026-14-10
Unknown,25-34,Master’s,Healthcare,Hyderabad,Unknown,25,9800,2026-15-10
Employed,55+,Bachelor's,Technology,Hyderabad,Unknown,Unknown,33200,2026-16-10
Employed,55+,PhD,Fintech,Mumbai,Low,Unknown,114400,2026-17-10
Employed,18-24,Diploma,Healthcare,Urban,High,Unknown,118000,2026-18-10
Unemployed,18-24,High School,Finance,Bangalore,Medium,Unknown,33200,2026-19-10
Employed,55+,Unknown,Retail,Suburban,Medium,Unknown,19900,2026-20-10
Unknown,45-54,Unknown,unknown,Mumbai,High,2,33200,2026-21-10
Employed,25-34,High School,Retail,Mumbai,Low,5,133700,2026-22-10
Unemployed,25-34,PhD,Retail,Urban,Medium,Unknown,33200,2026-23-10
Employed,Unknown,Bachelor's,unknown,Urban,Low,3,62000,2026-24-10
Employed,25-34,Unknown,Technology,Urban,Unknown,19,33200,2026-25-10
Unemployed,Unknown,PhD,Retail,Unknown,Low,21,141000,2026-26-10
Unemployed,18-24,Bachelor's,Technology,Urban,Unknown,Unknown,58500,2026-27-10
Employed,18-24,High School,Retail,Urban,Medium,20,15600,2026-28-10
Employed,45-54,Master’s,Healthcare,Hyderabad,High,Unknown,12600,2026-29-10
Unemployed,45-54,High School,unknown,Unknown,Medium,26,39400,2026-30-10
Unemployed,18-24,High School,Technology,Suburban,Medium,30,52100,2026-31-10
Unemployed,55+,Bachelor's,Education,Bangalore,High,Unknown,18500,2026-01-11
Unemployed,18-24,Bachelor's,Healthcare,Bangalore,Low,Unknown,95300,2026-02-11
Employed,18-24,Master’s,Fintech,Urban,Unknown,30,68900,2026-03-11
Unemployed,Unknown,PhD,Finance,Urban,Medium,0,80500,2026-04-11
Employed,35-44,Bachelor's,Healthcare,Rural,Low,10,33200,2026-05-11
Unknown,25-34,High School,Finance,Urban,Low,Unknown,52500,2026-06-11
Unemployed,18-24,Diploma,Fintech,Urban,Unknown,20,80400,2026-07-11
Unemployed,45-54,Master’s,Healthcare,Delhi,High,Unknown,74800,2026-08-11
Employed,Unknown,High School,unknown,Bangalore,High,Unknown,141700,2026-09-11
Unemployed,25-34,Unknown,Technology,Suburban,High,Unknown,33200,2026-10-11
Unemployed,35-44,High School,Retail,Hyderabad,Unknown,Unknown,14000,2026-11-11
Unemployed,Unknown,Diploma,Education,Rural,Medium,Unknown,33200,2026-12-11
Employed,55+,Bachelor's,Retail,Unknown,Medium,Unknown,33200,2026-13-11
Employed,25-34,PhD,Healthcare,Suburban,High,8,45700,2026-14-11
Unemployed,18-24,High School,Fintech,Urban,Low,Unknown,44000,2026-15-11
Unemployed,18-24,Master’s,Technology,Mumbai,Medium,Unknown,126100,2026-16-11
Unemployed,18-24,High School,Finance,Suburban,Low,Unknown,33200,2026-17-11
Unemployed,18-24,PhD,unknown,Mumbai,Medium,Unknown,141500,2026-18-11
Unemployed,18-24,Master’s,Healthcare,Urban,Medium,Unknown,9700,2026-19-11
Unemployed,35-44,Bachelor's,Retail,Urban,Unknown,Unknown,30500,2026-20-11
Unemployed,35-44,High School,Retail,Rural,Low,5,63300,2026-21-11
Unknown,55+,Diploma,Technology,Hyderabad,Unknown,24,100000,2026-22-11
Unemployed,25-34,Diploma,unknown,Bangalore,High,Unknown,145200,2026-23-11
Unemployed,18-24,High School,Fintech,Mumbai,Low,Unknown,33200,2026-24-11
Employed,45-54,PhD,Fintech,Unknown,High,24,22000,2026-25-11
Unknown,18-24,High School,Healthcare,Urban,Unknown,12,33200,2026-26-11
Unemployed,18-24,Bachelor's,Technology,Suburban,High,Unknown,116100,2026-27-11
Unemployed,18-24,PhD,Healthcare,Rural,Low,24,122900,2026-28-11
Unemployed,18-24,Unknown,unknown,Suburban,High,22,19800,2026-29-11
Unemployed,Unknown,Master’s,Healthcare,Hyderabad,Low,Unknown,33200,2026-30-11
Employed,18-24,PhD,Healthcare,Rural,Unknown,Unknown,123600,2026-01-12
Employed,Unknown,Unknown,Finance,Suburban,Medium,Unknown,27300,2026-02-12
Employed,25-34,Master’s,Fintech,Hyderabad,Medium,Unknown,11500,2026-03-12
Employed,55+,Master’s,Retail,Bangalore,Unknown,23,76200,2026-04-12
Unemployed,25-34,High School,Technology,Bangalore,Low,30,103900,2026-05-12
Unemployed,55+,High School,Technology,Mumbai,Unknown,13,58900,2026-06-12
Employed,18-24,PhD,Technology,Hyderabad,High,Unknown,44900,2026-07-12
Unemployed,25-34,Bachelor's,Healthcare,Unknown,Unknown,18,122600,2026-08-12
Unemployed,25-34,High School,Finance,Suburban,Low,30,19300,2026-09-12
Employed,25-34,Diploma,Fintech,Delhi,Medium,Unknown,11700,2026-10-12
Unknown,Unknown,PhD,Retail,Rural,Medium,Unknown,117200,2026-11-12
Unemployed,18-24,PhD,Education,Hyderabad,Medium,Unknown,143100,2026-12-12
Employed,25-34,Bachelor's,unknown,Urban,Medium,Unknown,98200,2026-13-12
Employed,45-54,Diploma,Technology,Bangalore,High,30,109500,2026-14-12
Employed,18-24,Diploma,Finance,Mumbai,High,28,124100,2026-15-12
Unemployed,18-24,High School,Retail,Delhi,Unknown,1,10700,2026-16-12
Employed,55+,PhD,Healthcare,Urban,High,Unknown,58300,2026-17-12
Unemployed,18-24,Master’s,Education,Bangalore,Low,5,33200,2026-18-12
Unemployed,55+,Diploma,Retail,Mumbai,Medium,Unknown,132200,2026-19-12
Unemployed,18-24,PhD,Technology,Suburban,High,Unknown,33200,2026-20-12
Employed,35-44,Master’s,unknown,Rural,Low,3,141500,2026-21-12
Unemployed,35-44,Unknown,Healthcare,Urban,Medium,10,142300,2026-22-12
Employed,18-24,Bachelor's,Technology,Bangalore,Medium,Unknown,33200,2026-23-12
Employed,18-24,Unknown,Technology,Bangalore,High,7,107400,2026-24-12
Employed,25-34,Bachelor's,unknown,Mumbai,Low,6,31200,2026-25-12
Unemployed,Unknown,PhD,Finance,Hyderabad,Low,25,76500,2026-26-12
Employed,Unknown,Master’s,Education,Hyderabad,Low,Unknown,72700,2026-27-12
Unknown,45-54,Master’s,Healthcare,Rural,Low,6,60300,2026-28-12
Employed,45-54,High School,Retail,Urban,Low,12,113500,2026-29-12
Unemployed,Unknown,Unknown,Technology,Hyderabad,Medium,28,51000,2026-30-12
Employed,25-34,Bachelor's,Technology,Delhi,Low,29,146700,2026-31-12
Unemployed,18-24,PhD,Finance,Urban,Unknown,Unknown,34300,2027-01-01
Employed,25-34,Master’s,Technology,Hyderabad,High,24,27900,2027-02-01
Employed,45-54,PhD,Healthcare,Urban,Low,4,33200,2027-03-01
Employed,45-54,Master’s,unknown,Delhi,High,1,51500,2027-04-01
Unemployed,35-44,Master’s,Retail,Bangalore,Low,Unknown,32800,2027-05-01
Employed,25-34,Master’s,Retail,Bangalore,Medium,4,97900,2027-06-01
Unemployed,18-24,Master’s,Fintech,Rural,Unknown,Unknown,104200,2027-07-01
Employed,35-44,PhD,Education,Hyderabad,Unknown,Unknown,33200,2027-08-01
Employed,18-24,Master’s,Fintech,Rural,Low,27,61300,2027-09-01
Unemployed,25-34,Bachelor's,Retail,Bangalore,High,18,33200,2027-10-01
Unemployed,18-24,Bachelor's,Fintech,Suburban,High,14,119300,2027-11-01
Unemployed,Unknown,PhD,Healthcare,Urban,Medium,25,22100,2027-12-01
Unknown,18-24,PhD,Technology,Rural,Low,Unknown,46100,
Unemployed,55+,High School,Healthcare,Urban,Low,16,33200,
Unemployed,25-34,High School,unknown,Suburban,High,Unknown,28700,
Employed,Unknown,Bachelor's,unknown,Urban,Low,26,62700,
Unemployed,Unknown,High School,Retail,Suburban,Medium,Unknown,93000,
Employed,18-24,Unknown,Healthcare,Suburban,Medium,Unknown,52300,
Unemployed,45-54,Diploma,Retail,Urban,Low,Unknown,147000,
Unemployed,25-34,Master’s,Finance,Urban,Low,14,33200,
Employed,55+,PhD,Retail,Urban,High,Unknown,78600,
Unemployed,18-24,Unknown,Technology,Mumbai,Low,Unknown,33200,
Unemployed,25-34,High School,Retail,Suburban,High,22,114600,
Unknown,55+,Diploma,Technology,Bangalore,High,Unknown,94400,
Unknown,35-44,Unknown,Technology,Suburban,High,13,53300,
Unemployed,Unknown,High School,Retail,Bangalore,Medium,Unknown,21400,
Unemployed,35-44,Bachelor's,Finance,Urban,Low,Unknown,135700,
